tradeDate,open,close,high,low,amount,volume,turnoverRate,changePct
2024-09-27,4.06,4.12,4.16,3.97,0.0,4688338.0,0.0,0.0
2024-09-30,4.24,4.44,4.46,4.16,0.0,7515877.0,0.0,0.0
2024-10-08,4.89,4.65,4.9,4.44,0.0,11800112.0,0.0,0.0
2024-10-09,4.56,4.18,4.56,4.17,0.0,7639002.0,0.0,0.0
2024-10-10,4.18,4.23,4.33,4.17,0.0,4392922.0,0.0,0.0
2024-10-11,4.2,4.06,4.22,4.02,0.0,3470451.0,0.0,0.0
2024-10-14,4.06,4.15,4.18,4.02,0.0,3035707.0,0.0,0.0
2024-10-15,4.14,4.02,4.15,4.02,0.0,2865785.0,0.0,0.0
2024-10-16,3.99,3.97,4.01,3.94,0.0,2766563.0,0.0,0.0
2024-10-17,3.98,3.91,4.04,3.9,0.0,2928728.0,0.0,0.0
2024-10-18,3.89,4.0,4.07,3.89,0.0,4520484.0,0.0,0.0
2024-10-21,4.04,4.04,4.13,4.01,0.0,5148475.0,0.0,0.0
2024-10-22,4.04,4.13,4.14,3.99,0.0,4614954.0,0.0,0.0
2024-10-23,4.15,4.22,4.36,4.09,0.0,7133299.0,0.0,0.0
2024-10-24,4.19,4.11,4.19,4.08,0.0,3516413.0,0.0,0.0
2024-10-25,4.12,4.33,4.36,4.11,0.0,7936286.0,0.0,0.0
2024-10-28,4.35,4.3,4.37,4.22,0.0,5690442.0,0.0,0.0
2024-10-29,4.31,4.24,4.32,4.23,0.0,4695908.0,0.0,0.0
2024-10-30,4.21,4.68,4.68,4.18,0.0,18394080.0,0.0,0.0
2024-10-31,4.87,5.16,5.16,4.72,0.0,28423798.0,0.0,0.0
2024-11-01,5.69,5.05,5.69,4.92,0.0,38438577.0,0.0,0.0
2024-11-04,4.87,4.98,5.19,4.86,0.0,18456066.0,0.0,0.0
2024-11-05,4.91,5.15,5.28,4.85,0.0,21266294.0,0.0,0.0
2024-11-06,5.16,4.99,5.2,4.97,0.0,15520873.0,0.0,0.0
2024-11-07,4.89,5.01,5.04,4.81,0.0,13774070.0,0.0,0.0
2024-11-08,5.06,5.1,5.21,4.98,0.0,16146308.0,0.0,0.0
2024-11-11,5.1,5.21,5.25,4.99,0.0,14491336.0,0.0,0.0
2024-11-12,5.22,5.06,5.29,5.02,0.0,11313185.0,0.0,0.0
2024-11-13,5.01,4.98,5.04,4.89,0.0,7770760.0,0.0,0.0
2024-11-14,4.95,4.79,4.97,4.78,0.0,7445468.0,0.0,0.0
2024-11-15,4.76,4.78,4.93,4.75,0.0,7318080.0,0.0,0.0
2024-11-18,4.83,4.66,4.91,4.62,0.0,7089248.0,0.0,0.0
2024-11-19,4.64,4.7,4.71,4.55,0.0,6757096.0,0.0,0.0
2024-11-20,4.68,4.68,4.7,4.62,0.0,5162994.0,0.0,0.0
2024-11-21,4.66,4.67,4.74,4.62,0.0,5615149.0,0.0,0.0
2024-11-22,4.64,4.45,4.71,4.43,0.0,6517430.0,0.0,0.0
2024-11-25,4.43,4.41,4.48,4.33,0.0,4856780.0,0.0,0.0
2024-11-26,4.38,4.39,4.45,4.37,0.0,3287319.0,0.0,0.0
2024-11-27,4.39,4.51,4.51,4.33,0.0,5094797.0,0.0,0.0
2024-11-28,4.53,4.44,4.53,4.44,0.0,3689136.0,0.0,0.0
2024-11-29,4.43,4.54,4.58,4.42,0.0,5439051.0,0.0,0.0
2024-12-02,4.51,4.58,4.59,4.49,0.0,4649693.0,0.0,0.0
2024-12-03,4.56,4.55,4.58,4.5,0.0,3872750.0,0.0,0.0
2024-12-04,4.54,4.47,4.58,4.45,0.0,3536595.0,0.0,0.0
2024-12-05,4.46,4.46,4.49,4.43,0.0,2887253.0,0.0,0.0
2024-12-06,4.46,4.57,4.59,4.43,0.0,5267147.0,0.0,0.0
2024-12-09,4.55,4.61,4.64,4.52,0.0,5057462.0,0.0,0.0
2024-12-10,4.73,4.77,4.91,4.66,0.0,10194967.0,0.0,0.0
2024-12-11,4.78,4.98,4.99,4.74,0.0,11067945.0,0.0,0.0
2024-12-12,4.97,4.91,4.97,4.84,0.0,8000737.0,0.0,0.0
2024-12-13,4.87,4.87,4.99,4.84,0.0,6856425.0,0.0,0.0
2024-12-16,4.87,4.83,4.93,4.79,0.0,4801874.0,0.0,0.0
2024-12-17,4.82,4.87,4.96,4.8,0.0,5862435.0,0.0,0.0
2024-12-18,4.89,4.91,5.01,4.84,0.0,6311353.0,0.0,0.0
2024-12-19,4.86,5.03,5.05,4.84,0.0,8950896.0,0.0,0.0
2024-12-20,5.02,4.93,5.02,4.91,0.0,6169256.0,0.0,0.0
2024-12-23,4.93,5.0,5.18,4.93,0.0,9585764.0,0.0,0.0
2024-12-24,5.01,5.05,5.08,4.92,0.0,6689275.0,0.0,0.0
2024-12-25,5.06,4.98,5.06,4.9,0.0,4979768.0,0.0,0.0
2024-12-26,4.96,5.03,5.05,4.95,0.0,3882200.0,0.0,0.0
2024-12-27,5.03,5.02,5.14,5.0,0.0,4825000.0,0.0,0.0
2024-12-30,5.02,5.05,5.1,4.99,0.0,4034284.0,0.0,0.0
2024-12-31,5.05,4.89,5.07,4.88,0.0,4578949.0,0.0,0.0
2025-01-02,4.89,4.81,4.97,4.77,0.0,5877025.0,0.0,0.0
2025-01-03,4.82,4.74,4.91,4.71,0.0,4899070.0,0.0,0.0
2025-01-06,4.75,4.75,4.82,4.67,0.0,3678391.0,0.0,0.0
2025-01-07,4.78,4.93,5.01,4.78,0.0,6536136.0,0.0,0.0
2025-01-08,4.88,4.81,4.89,4.68,0.0,5279089.0,0.0,0.0
2025-01-09,4.79,4.76,4.82,4.75,0.0,3043715.0,0.0,0.0
2025-01-10,4.78,4.63,4.79,4.63,0.0,3585932.0,0.0,0.0
2025-01-13,4.59,4.67,4.72,4.56,0.0,2754081.0,0.0,0.0
2025-01-14,4.65,4.83,4.84,4.65,0.0,3558432.0,0.0,0.0
2025-01-15,4.82,4.72,4.82,4.71,0.0,2621440.0,0.0,0.0
2025-01-16,4.75,4.81,4.83,4.73,0.0,2999260.0,0.0,0.0
2025-01-17,4.78,4.78,4.84,4.76,0.0,2080843.0,0.0,0.0
2025-01-20,4.81,4.9,4.95,4.8,0.0,4385211.0,0.0,0.0
2025-01-21,4.95,5.05,5.11,4.92,0.0,6530266.0,0.0,0.0
2025-01-22,5.02,4.99,5.07,4.96,0.0,3334320.0,0.0,0.0
2025-01-23,5.02,4.85,5.04,4.85,0.0,4124234.0,0.0,0.0
2025-01-24,4.85,4.9,4.96,4.85,0.0,2824573.0,0.0,0.0
2025-01-27,4.9,4.87,4.95,4.85,0.0,2255011.0,0.0,0.0
2025-02-05,4.9,4.92,4.94,4.84,0.0,2328821.0,0.0,0.0
2025-02-06,4.92,4.94,4.96,4.82,0.0,3086232.0,0.0,0.0
2025-02-07,4.92,4.95,5.03,4.91,0.0,4953080.0,0.0,0.0
2025-02-10,4.95,4.91,4.97,4.87,0.0,4074392.0,0.0,0.0
2025-02-11,4.91,4.82,4.91,4.81,0.0,3238975.0,0.0,0.0
2025-02-12,4.81,4.86,4.87,4.74,0.0,3474538.0,0.0,0.0
2025-02-13,4.84,4.75,4.85,4.73,0.0,3465610.0,0.0,0.0
2025-02-14,4.72,4.83,4.85,4.71,0.0,3473569.0,0.0,0.0
