tradeDate,open,close,high,low,amount,volume,turnoverRate,changePct
2024-09-27,4.59,4.69,4.73,4.57,0.0,412014.0,0.0,0.0
2024-09-30,4.8,5.03,5.08,4.74,0.0,740999.0,0.0,0.0
2024-10-08,5.49,5.11,5.54,4.92,0.0,989690.0,0.0,0.0
2024-10-09,5.02,4.79,5.02,4.78,0.0,611642.0,0.0,0.0
2024-10-10,4.8,4.82,4.92,4.75,0.0,406078.0,0.0,0.0
2024-10-11,4.84,4.65,4.84,4.61,0.0,302099.0,0.0,0.0
2024-10-14,4.67,4.7,4.72,4.6,0.0,272238.0,0.0,0.0
2024-10-15,4.69,4.58,4.7,4.58,0.0,234315.0,0.0,0.0
2024-10-16,4.57,4.64,4.66,4.53,0.0,229264.0,0.0,0.0
2024-10-17,4.64,4.56,4.68,4.56,0.0,213446.0,0.0,0.0
2024-10-18,4.57,4.65,4.72,4.51,0.0,315029.0,0.0,0.0
2024-10-21,4.67,4.61,4.68,4.59,0.0,235728.0,0.0,0.0
2024-10-22,4.63,4.69,4.7,4.61,0.0,290724.0,0.0,0.0
2024-10-23,4.7,4.76,4.79,4.69,0.0,332476.0,0.0,0.0
2024-10-24,4.74,4.69,4.74,4.66,0.0,186028.0,0.0,0.0
2024-10-25,4.67,4.75,4.75,4.67,0.0,231160.0,0.0,0.0
2024-10-28,4.75,4.84,4.84,4.72,0.0,341884.0,0.0,0.0
2024-10-29,4.84,4.7,4.86,4.68,0.0,329532.0,0.0,0.0
2024-10-30,4.7,4.68,4.74,4.64,0.0,190238.0,0.0,0.0
2024-10-31,4.78,4.89,5.05,4.78,0.0,822909.0,0.0,0.0
2024-11-01,4.86,4.76,4.86,4.71,0.0,490920.0,0.0,0.0
2024-11-04,4.77,4.73,4.77,4.67,0.0,335064.0,0.0,0.0
2024-11-05,4.73,4.8,4.81,4.71,0.0,304868.0,0.0,0.0
2024-11-06,4.81,4.77,4.81,4.75,0.0,300493.0,0.0,0.0
2024-11-07,4.76,4.89,4.9,4.74,0.0,398491.0,0.0,0.0
2024-11-08,4.93,4.86,4.95,4.82,0.0,352688.0,0.0,0.0
2024-11-11,4.85,4.9,4.92,4.81,0.0,287924.0,0.0,0.0
2024-11-12,4.91,4.86,4.93,4.82,0.0,361890.0,0.0,0.0
2024-11-13,4.83,4.83,4.88,4.78,0.0,231960.0,0.0,0.0
2024-11-14,4.83,4.78,4.87,4.76,0.0,377750.0,0.0,0.0
2024-11-15,4.76,4.65,4.78,4.64,0.0,298142.0,0.0,0.0
2024-11-18,4.67,4.7,4.78,4.67,0.0,312528.0,0.0,0.0
2024-11-19,4.72,4.71,4.73,4.63,0.0,184763.0,0.0,0.0
2024-11-20,4.69,4.76,4.76,4.67,0.0,207198.0,0.0,0.0
2024-11-21,4.75,4.74,4.8,4.71,0.0,225065.0,0.0,0.0
2024-11-22,4.74,4.59,4.76,4.59,0.0,274021.0,0.0,0.0
2024-11-25,4.6,4.62,4.65,4.55,0.0,191258.0,0.0,0.0
2024-11-26,4.6,4.6,4.63,4.55,0.0,145255.0,0.0,0.0
2024-11-27,4.6,4.64,4.64,4.5,0.0,240860.0,0.0,0.0
2024-11-28,4.62,4.63,4.67,4.6,0.0,206875.0,0.0,0.0
2024-11-29,4.62,4.63,4.66,4.58,0.0,237810.0,0.0,0.0
2024-12-02,4.64,4.72,4.73,4.63,0.0,266588.0,0.0,0.0
2024-12-03,4.72,4.75,4.75,4.67,0.0,214015.0,0.0,0.0
2024-12-04,4.74,4.69,4.74,4.67,0.0,165778.0,0.0,0.0
2024-12-05,4.68,4.68,4.69,4.65,0.0,127042.0,0.0,0.0
2024-12-06,4.69,4.78,4.78,4.67,0.0,329653.0,0.0,0.0
2024-12-09,4.78,4.79,4.82,4.74,0.0,221893.0,0.0,0.0
2024-12-10,4.85,4.76,4.88,4.74,0.0,305102.0,0.0,0.0
2024-12-11,4.74,4.81,4.82,4.73,0.0,195587.0,0.0,0.0
2024-12-12,4.81,4.81,4.83,4.77,0.0,166881.0,0.0,0.0
2024-12-13,4.8,4.73,4.81,4.72,0.0,186362.0,0.0,0.0
2024-12-16,4.73,4.8,4.81,4.72,0.0,237946.0,0.0,0.0
2024-12-17,4.8,4.72,4.82,4.69,0.0,187225.0,0.0,0.0
2024-12-18,4.72,4.78,4.82,4.71,0.0,296478.0,0.0,0.0
2024-12-19,4.75,4.66,4.76,4.63,0.0,324928.0,0.0,0.0
2024-12-20,4.67,4.62,4.69,4.62,0.0,174782.0,0.0,0.0
2024-12-23,4.63,4.61,4.67,4.6,0.0,193106.0,0.0,0.0
2024-12-24,4.6,4.67,4.68,4.6,0.0,190277.0,0.0,0.0
2024-12-25,4.67,4.66,4.68,4.61,0.0,137040.0,0.0,0.0
2024-12-26,4.64,4.57,4.66,4.56,0.0,231449.0,0.0,0.0
2024-12-27,4.58,4.66,4.66,4.57,0.0,260341.0,0.0,0.0
2024-12-30,4.66,4.61,4.68,4.59,0.0,171639.0,0.0,0.0
2024-12-31,4.61,4.51,4.63,4.51,0.0,241641.0,0.0,0.0
2025-01-02,4.52,4.36,4.53,4.32,0.0,247444.0,0.0,0.0
2025-01-03,4.37,4.34,4.42,4.33,0.0,194061.0,0.0,0.0
2025-01-06,4.33,4.4,4.4,4.3,0.0,167907.0,0.0,0.0
2025-01-07,4.38,4.35,4.39,4.3,0.0,153790.0,0.0,0.0
2025-01-08,4.34,4.34,4.35,4.27,0.0,172136.0,0.0,0.0
2025-01-09,4.33,4.31,4.35,4.3,0.0,119752.0,0.0,0.0
2025-01-10,4.31,4.24,4.32,4.23,0.0,111741.0,0.0,0.0
2025-01-13,4.22,4.25,4.25,4.19,0.0,122960.0,0.0,0.0
2025-01-14,4.25,4.35,4.37,4.24,0.0,160569.0,0.0,0.0
2025-01-15,4.37,4.33,4.38,4.32,0.0,121832.0,0.0,0.0
2025-01-16,4.35,4.34,4.39,4.32,0.0,119002.0,0.0,0.0
2025-01-17,4.32,4.35,4.37,4.32,0.0,85191.0,0.0,0.0
2025-01-20,4.37,4.34,4.4,4.33,0.0,100711.0,0.0,0.0
2025-01-21,4.34,4.32,4.36,4.3,0.0,99473.0,0.0,0.0
2025-01-22,4.32,4.31,4.34,4.28,0.0,95275.0,0.0,0.0
