tradeDate,open,close,high,low,amount,volume,turnoverRate,changePct
2024-09-27,4.93,5.08,5.17,4.92,0.0,410588.0,0.0,0.0
2024-09-30,5.24,5.52,5.57,5.04,0.0,578404.0,0.0,0.0
2024-10-08,6.08,5.79,6.08,5.52,0.0,669832.0,0.0,0.0
2024-10-09,5.73,5.2,5.74,5.2,0.0,408341.0,0.0,0.0
2024-10-10,5.16,5.26,5.49,5.05,0.0,306185.0,0.0,0.0
2024-10-11,5.25,5.02,5.27,4.99,0.0,197067.0,0.0,0.0
2024-10-14,5.07,5.2,5.21,5.01,0.0,193101.0,0.0,0.0
2024-10-15,5.16,5.12,5.25,5.11,0.0,158695.0,0.0,0.0
2024-10-16,5.05,5.16,5.2,5.03,0.0,132965.0,0.0,0.0
2024-10-17,5.17,5.1,5.2,5.08,0.0,143048.0,0.0,0.0
2024-10-18,5.09,5.16,5.2,5.03,0.0,212186.0,0.0,0.0
2024-10-21,5.18,5.19,5.24,5.13,0.0,204594.0,0.0,0.0
2024-10-22,5.2,5.36,5.37,5.17,0.0,254342.0,0.0,0.0
2024-10-23,5.36,5.33,5.44,5.27,0.0,190641.0,0.0,0.0
2024-10-24,5.32,5.42,5.45,5.26,0.0,251894.0,0.0,0.0
2024-10-25,5.46,5.5,5.6,5.44,0.0,306255.0,0.0,0.0
2024-10-28,5.46,5.75,5.75,5.38,0.0,357653.0,0.0,0.0
2024-10-29,5.73,5.53,5.77,5.5,0.0,280365.0,0.0,0.0
2024-10-30,5.48,5.61,5.64,5.48,0.0,212786.0,0.0,0.0
2024-10-31,5.6,5.61,5.72,5.6,0.0,209890.0,0.0,0.0
2024-11-01,5.61,5.38,5.62,5.32,0.0,236539.0,0.0,0.0
2024-11-04,5.36,5.45,5.47,5.32,0.0,136738.0,0.0,0.0
2024-11-05,5.49,5.74,5.92,5.49,0.0,369845.0,0.0,0.0
2024-11-06,5.68,5.82,5.88,5.63,0.0,320093.0,0.0,0.0
2024-11-07,5.78,6.04,6.11,5.74,0.0,336559.0,0.0,0.0
2024-11-08,6.04,5.9,6.05,5.86,0.0,244296.0,0.0,0.0
2024-11-11,5.9,6.01,6.16,5.78,0.0,330881.0,0.0,0.0
2024-11-12,6.04,6.08,6.57,5.89,0.0,550158.0,0.0,0.0
